Date,Product_Name,Customer_ID,Quantity_Sold,Selling_Price,Cost_Price,Festival
2024-05-25,Rice,C0192,6,59,45,0
2024-08-26,Bread,C0093,1,22,16,0
2024-03-16,Rice,C0056,8,36,27,1
2024-01-09,Eggs,C0060,3,85,73,0
2024-03-14,Rice,C0138,8,98,80,0
2024-09-09,Butter,C0039,4,71,62,0
2024-08-17,Milk,C0028,8,41,27,0
2024-01-07,Eggs,C0049,1,23,7,1
2024-06-22,Eggs,C0125,3,25,13,0
2024-05-20,Butter,C0013,6,57,45,1
2024-06-16,Oil,C0036,9,45,32,1
2024-06-18,Dal,C0101,2,30,16,0
2024-10-09,Bread,C0282,1,36,26,0
2024-05-01,Butter,C0086,3,50,34,1
2024-07-12,Dal,C0004,4,96,88,0
2024-01-05,Sugar,C0223,5,54,38,0
2024-01-29,Dal,C0166,3,35,20,0
2024-06-13,Sugar,C0278,2,98,91,0
2024-12-04,Butter,C0130,2,37,18,0
2024-05-15,Eggs,C0031,7,81,65,0
2024-12-30,Eggs,C0011,9,46,28,0
2024-11-16,Oil,C0096,2,54,45,1
2024-12-07,Butter,C0190,7,64,54,0
2024-05-24,Sugar,C0192,7,54,47,0
2024-11-22,Dal,C0266,7,47,41,0
2024-08-04,Dal,C0128,3,28,17,0
2024-10-27,Sugar,C0238,7,95,80,0
2024-05-11,Rice,C0112,1,34,25,0
2024-10-18,Oil,C0145,1,40,27,0
2024-03-10,Milk,C0065,5,71,52,0
2024-09-08,Eggs,C0247,2,54,47,0
2024-10-01,Bread,C0223,9,70,52,1
2024-12-29,Dal,C0106,7,74,55,0
2024-06-30,Bread,C0181,4,96,84,1
2024-06-15,Milk,C0184,4,63,53,1
2024-03-31,Butter,C0226,2,84,76,0
2024-07-20,Bread,C0265,5,99,83,0
2024-12-11,Milk,C0278,4,44,28,0
2024-01-19,Eggs,C0089,1,66,47,1
2024-02-08,Sugar,C0176,8,99,86,0
2024-05-05,Rice,C0018,3,75,66,0
2024-06-21,Eggs,C0106,6,57,38,0
2024-05-20,Dal,C0271,4,30,16,0
2024-08-29,Milk,C0167,9,86,76,0
2024-08-07,Bread,C0013,7,34,16,0
2024-05-05,Dal,C0032,9,20,1,0
2024-02-27,Rice,C0040,3,26,7,0
2024-05-27,Sugar,C0148,1,20,3,0
2024-11-12,Butter,C0218,5,68,55,0
2024-12-26,Dal,C0219,3,92,81,0
2024-01-01,Butter,C0082,6,48,32,0
2024-12-13,Milk,C0208,8,45,36,0
2024-07-08,Rice,C0201,4,64,58,1
2024-07-09,Bread,C0038,5,90,82,0
2024-11-07,Rice,C0211,5,31,25,0
2024-04-26,Rice,C0249,4,51,44,0
2024-05-13,Oil,C0227,4,39,25,0
2024-02-27,Rice,C0048,4,70,54,0
2024-02-13,Rice,C0018,4,55,48,0
2024-06-21,Eggs,C0295,4,86,78,0
2024-06-08,Dal,C0196,5,20,10,0
2024-06-21,Bread,C0187,2,46,30,0
2024-11-12,Eggs,C0224,2,59,52,0
2024-10-29,Eggs,C0229,9,33,19,0
2024-05-28,Dal,C0077,2,88,70,0
2024-03-20,Dal,C0188,6,98,93,0
2024-07-31,Milk,C0270,2,25,20,1
2024-07-21,Dal,C0095,5,52,39,0
2024-09-08,Oil,C0132,4,74,61,0
2024-08-16,Oil,C0039,7,38,29,0
2024-06-12,Eggs,C0072,7,96,83,0
2024-08-14,Butter,C0281,6,48,33,0
2024-05-26,Milk,C0160,5,80,69,0
2024-01-20,Butter,C0187,1,89,76,0
2024-02-16,Butter,C0191,3,98,82,0
2024-08-20,Eggs,C0120,9,99,88,0
2024-10-31,Sugar,C0220,1,43,30,0
2024-01-14,Eggs,C0053,5,42,23,0
2024-05-22,Bread,C0222,2,29,23,0
2024-01-01,Bread,C0131,4,73,58,0
2024-02-23,Dal,C0237,1,60,45,1
2024-09-15,Dal,C0246,3,68,56,0
2024-05-23,Sugar,C0226,7,36,25,0
2024-01-12,Dal,C0208,3,75,65,0
2024-11-25,Bread,C0096,4,64,55,0
2024-08-11,Butter,C0200,2,49,41,0
2024-09-28,Eggs,C0247,3,63,52,1
2024-12-23,Rice,C0072,9,93,86,0
2024-06-04,Oil,C0185,3,74,62,0
2024-01-08,Rice,C0006,5,38,32,0
2024-05-01,Rice,C0206,2,48,43,0
2024-12-13,Bread,C0032,4,21,6,0
2024-06-12,Rice,C0099,7,55,49,0
2024-03-30,Eggs,C0256,7,38,25,0
2024-05-15,Sugar,C0187,3,26,17,0
2024-07-04,Milk,C0076,5,45,30,0
2024-11-11,Dal,C0177,1,98,86,1
2024-06-26,Milk,C0287,1,57,50,0
2024-01-28,Butter,C0255,5,22,11,0
2024-08-07,Eggs,C0190,9,99,80,0
2024-12-22,Eggs,C0127,1,85,79,0
2024-02-10,Oil,C0287,1,90,78,1
2024-08-15,Eggs,C0254,4,62,44,1
2024-07-10,Dal,C0213,4,81,70,0
2024-05-24,Eggs,C0250,2,90,74,0
2024-07-19,Rice,C0084,9,43,34,0
2024-07-30,Oil,C0013,9,58,42,0
2024-08-07,Dal,C0045,2,87,72,0
2024-08-27,Sugar,C0127,9,63,55,0
2024-02-15,Sugar,C0114,6,24,19,0
2024-02-04,Sugar,C0276,8,74,65,1
2024-09-09,Sugar,C0205,4,49,33,0
2024-03-22,Rice,C0273,2,48,35,0
2024-09-12,Eggs,C0058,2,45,31,1
2024-07-15,Milk,C0219,9,45,37,0
2024-10-29,Dal,C0109,1,56,39,0
2024-01-10,Rice,C0279,7,72,59,0
2024-11-07,Sugar,C0174,3,49,33,0
2024-10-12,Butter,C0264,3,22,16,1
2024-08-29,Eggs,C0111,2,62,54,0
2024-09-07,Milk,C0187,6,26,13,0
2024-12-30,Butter,C0269,2,68,60,0
2024-01-05,Oil,C0229,4,92,83,1
2024-04-28,Butter,C0156,9,60,45,1
2024-10-15,Oil,C0189,9,96,84,0
2024-03-05,Oil,C0272,6,98,93,0
2024-05-25,Sugar,C0002,4,73,68,0
2024-08-11,Oil,C0246,7,88,75,0
2024-08-26,Bread,C0210,1,46,33,0
2024-06-25,Dal,C0286,4,27,19,0
2024-09-23,Dal,C0013,5,51,34,0
2024-12-06,Sugar,C0096,8,83,77,0
2024-10-08,Bread,C0221,2,29,12,0
2024-03-03,Butter,C0238,5,32,19,1
2024-08-04,Rice,C0094,6,82,64,0
2024-12-07,Butter,C0269,5,54,46,0
2024-11-10,Eggs,C0171,9,80,70,1
2024-10-09,Rice,C0094,1,73,57,0
2024-06-25,Oil,C0149,3,27,22,0
2024-04-07,Milk,C0112,2,48,32,0
2024-04-14,Rice,C0055,3,60,47,0
2024-04-08,Milk,C0116,9,49,40,0
2024-11-06,Dal,C0143,9,40,21,0
2024-01-06,Milk,C0201,2,95,88,0
2024-07-15,Dal,C0180,3,30,22,0
2024-12-16,Bread,C0202,4,21,16,0
2024-05-12,Bread,C0053,9,69,51,0
2024-12-23,Sugar,C0180,3,60,47,0
2024-09-15,Sugar,C0137,7,85,67,0
2024-01-23,Oil,C0182,3,22,10,0
2024-02-22,Rice,C0001,7,99,91,0
2024-06-13,Oil,C0044,7,70,64,0
2024-07-20,Dal,C0227,9,87,69,0
2024-03-23,Oil,C0098,2,44,31,0
2024-05-24,Milk,C0208,6,49,41,1
2024-03-25,Dal,C0265,9,30,17,0
2024-03-18,Sugar,C0288,2,36,22,0
2024-01-01,Bread,C0271,2,45,38,0
2024-02-20,Sugar,C0140,5,42,31,0
2024-06-21,Rice,C0237,8,75,64,0
2024-07-23,Dal,C0072,9,71,57,0
2024-09-16,Dal,C0155,2,67,50,0
2024-10-14,Milk,C0190,5,39,31,0
2024-02-03,Rice,C0268,7,21,15,1
2024-12-13,Bread,C0107,6,50,35,0
2024-04-04,Butter,C0232,6,46,33,1
2024-03-12,Dal,C0042,7,21,13,0
2024-02-08,Dal,C0190,3,97,85,0
2024-06-02,Milk,C0139,3,23,5,0
2024-09-06,Oil,C0103,9,32,26,0
2024-06-10,Eggs,C0171,8,54,42,1
2024-04-27,Bread,C0273,5,91,76,0
2024-09-15,Sugar,C0221,6,85,71,0
2024-11-01,Rice,C0213,1,25,16,0
2024-09-24,Dal,C0056,1,50,39,0
2024-02-23,Dal,C0102,4,29,18,0
2024-08-23,Sugar,C0192,2,40,24,1
2024-08-09,Bread,C0200,7,93,80,0
2024-09-07,Eggs,C0233,2,42,35,0
2024-11-08,Oil,C0227,2,22,8,0
2024-04-21,Dal,C0139,5,51,43,0
2024-09-11,Eggs,C0149,4,39,25,0
2024-10-29,Bread,C0115,8,93,85,0
2024-07-25,Sugar,C0063,4,48,29,1
2024-08-16,Milk,C0104,6,71,54,0
2024-12-06,Oil,C0156,5,65,51,0
2024-03-06,Rice,C0273,2,53,44,0
2024-03-15,Dal,C0006,8,80,62,0
2024-04-12,Bread,C0147,2,91,81,0
2024-07-10,Milk,C0184,9,90,71,0
2024-09-08,Rice,C0028,9,89,82,0
2024-08-13,Butter,C0038,3,30,13,0
2024-10-20,Bread,C0119,4,82,74,0
2024-11-01,Bread,C0293,8,40,33,0
2024-04-07,Rice,C0244,9,22,16,1
2024-12-03,Milk,C0068,3,29,15,0
2024-10-12,Butter,C0214,5,46,30,1
2024-11-30,Eggs,C0218,8,31,18,0
2024-12-12,Eggs,C0177,3,26,21,0
2024-11-03,Sugar,C0299,7,36,30,1
2024-09-05,Milk,C0164,8,84,72,1
2024-06-14,Oil,C0058,3,83,64,0
2024-11-30,Dal,C0269,2,45,34,0
2024-01-30,Rice,C0058,7,34,18,0
2024-09-03,Sugar,C0288,9,52,47,0
2024-04-15,Butter,C0105,1,81,72,0
2024-02-20,Rice,C0228,3,66,52,0
2024-03-21,Rice,C0247,5,54,44,0
2024-05-12,Milk,C0188,3,84,75,0
2024-10-11,Dal,C0083,1,91,83,0
2024-05-17,Oil,C0186,7,95,77,0
2024-07-02,Eggs,C0252,7,44,27,1
2024-11-25,Bread,C0238,8,76,71,0
2024-09-29,Bread,C0184,5,51,40,1
2024-12-05,Rice,C0284,5,82,69,0
2024-03-09,Eggs,C0210,5,31,21,0
2024-02-03,Eggs,C0296,1,82,75,0
2024-09-18,Dal,C0097,5,96,77,0
2024-02-22,Butter,C0208,6,20,6,0
2024-07-23,Butter,C0137,1,70,52,0
2024-05-05,Sugar,C0184,7,89,81,1
2024-08-22,Milk,C0076,1,27,13,0
2024-02-12,Dal,C0287,2,87,78,0
2024-08-27,Dal,C0142,2,24,5,0
2024-04-20,Milk,C0237,5,58,42,0
2024-09-05,Eggs,C0025,7,42,26,0
2024-05-30,Butter,C0290,1,87,82,1
2024-07-01,Butter,C0067,1,71,62,0
2024-12-01,Eggs,C0250,1,23,18,0
2024-04-04,Butter,C0118,6,66,53,0
2024-01-08,Rice,C0073,2,40,29,0
2024-12-25,Dal,C0282,1,75,68,0
2024-07-02,Bread,C0010,6,85,72,0
2024-10-07,Milk,C0211,2,78,72,0
2024-07-13,Butter,C0152,6,26,10,0
2024-12-17,Sugar,C0005,8,68,57,0
2024-07-13,Butter,C0195,2,35,22,0
2024-06-03,Butter,C0283,9,36,26,0
2024-04-02,Oil,C0113,8,94,80,0
2024-06-08,Rice,C0271,1,53,44,0
2024-03-01,Milk,C0163,7,52,36,0
2024-05-01,Oil,C0105,6,45,34,1
2024-02-20,Oil,C0181,6,85,67,0
2024-10-03,Sugar,C0044,6,82,63,0
2024-01-05,Dal,C0282,6,60,41,0
2024-04-01,Sugar,C0175,7,77,67,0
2024-06-18,Dal,C0162,3,98,89,1
2024-11-12,Dal,C0140,6,29,11,0
2024-01-22,Milk,C0132,3,34,28,0
2024-11-21,Butter,C0087,7,61,49,0
2024-01-01,Milk,C0176,7,76,57,0
2024-05-12,Rice,C0183,8,36,19,0
2024-08-20,Dal,C0129,2,79,68,0
2024-01-12,Oil,C0246,9,28,18,0
2024-12-11,Butter,C0089,5,55,46,0
2024-02-15,Bread,C0066,9,92,83,1
2024-02-03,Rice,C0158,5,99,86,0
2024-03-18,Milk,C0149,7,55,50,0
2024-08-05,Sugar,C0116,9,67,54,1
2024-10-27,Rice,C0214,4,70,60,0
2024-03-13,Rice,C0294,2,89,81,0
2024-10-08,Butter,C0253,9,93,79,0
2024-09-05,Rice,C0143,2,99,81,0
2024-02-16,Rice,C0250,3,87,76,0
2024-04-30,Bread,C0025,2,41,28,0
2024-08-01,Eggs,C0277,3,96,87,0
2024-08-26,Sugar,C0070,6,99,81,1
2024-02-25,Sugar,C0113,3,25,16,0
2024-12-15,Sugar,C0112,8,45,33,0
2024-04-16,Dal,C0091,6,94,83,0
2024-11-14,Oil,C0018,7,22,5,0
2024-02-17,Eggs,C0149,1,71,54,0
2024-03-01,Sugar,C0227,3,93,81,0
2024-12-02,Rice,C0214,3,79,64,0
2024-01-26,Rice,C0151,2,82,66,1
2024-10-18,Sugar,C0192,7,84,70,0
2024-09-13,Butter,C0040,9,71,65,0
2024-01-08,Sugar,C0242,4,95,82,1
2024-04-22,Rice,C0138,5,33,26,0
2024-12-20,Dal,C0180,3,91,81,0
2024-09-09,Milk,C0200,9,87,77,0
2024-06-28,Milk,C0203,4,47,41,0
2024-07-25,Eggs,C0061,5,90,74,1
2024-10-29,Eggs,C0192,1,29,12,0
2024-05-06,Sugar,C0005,2,76,65,0
2024-02-25,Bread,C0237,9,85,72,0
2024-08-01,Sugar,C0181,2,69,53,0
2024-01-14,Butter,C0037,5,33,19,0
2024-01-28,Sugar,C0056,8,35,20,0
2024-03-18,Eggs,C0237,3,73,68,0
2024-08-03,Milk,C0197,6,62,50,0
2024-12-30,Rice,C0073,4,61,55,0
2024-06-02,Sugar,C0059,7,41,23,0
2024-01-14,Rice,C0240,3,87,82,0
2024-07-05,Rice,C0002,6,38,26,1
2024-11-07,Bread,C0188,9,85,79,1
2024-01-07,Rice,C0030,1,58,48,0
2024-01-03,Milk,C0267,3,92,73,1
2024-04-20,Dal,C0108,2,38,28,0
2024-08-25,Dal,C0090,8,35,26,0
2024-12-28,Oil,C0205,7,73,61,0
2024-08-26,Butter,C0220,2,44,37,0
2024-09-30,Sugar,C0094,6,37,20,0
2024-10-20,Butter,C0103,3,42,28,0
2024-08-14,Milk,C0223,8,30,11,1
2024-01-15,Rice,C0186,3,58,50,0
2024-07-10,Dal,C0184,9,87,76,0
2024-04-28,Butter,C0162,1,44,25,0
2024-01-28,Milk,C0247,5,82,71,0
2024-07-20,Dal,C0031,3,49,32,0
2024-02-08,Rice,C0052,6,64,48,0
2024-09-29,Butter,C0076,2,80,62,0
2024-08-18,Dal,C0278,9,70,58,0
2024-03-26,Sugar,C0040,6,28,22,0
2024-05-05,Eggs,C0101,7,95,80,0
2024-10-26,Sugar,C0111,5,21,5,0
2024-01-25,Oil,C0249,9,24,18,0
2024-05-24,Oil,C0191,1,81,73,0
2024-01-13,Dal,C0182,5,88,71,1
2024-07-30,Eggs,C0209,6,71,57,0
2024-01-25,Milk,C0022,7,24,7,1
2024-03-08,Sugar,C0166,4,78,65,1
2024-03-07,Milk,C0099,1,87,73,0
2024-08-20,Eggs,C0208,8,28,12,0
2024-04-18,Milk,C0008,4,41,28,1
2024-05-25,Eggs,C0190,3,46,29,1
2024-04-20,Dal,C0175,7,29,12,0
2024-08-15,Milk,C0273,2,99,91,0
2024-04-20,Sugar,C0017,8,80,67,0
2024-02-03,Rice,C0090,6,70,51,0
2024-04-20,Oil,C0141,7,29,11,0
2024-09-20,Rice,C0145,5,25,18,0
2024-08-23,Milk,C0166,9,81,65,0
2024-03-23,Rice,C0078,5,24,15,0
2024-02-11,Sugar,C0262,5,89,75,0
2024-04-10,Sugar,C0163,3,82,69,0
2024-01-06,Milk,C0014,1,75,65,0
2024-06-28,Dal,C0239,2,78,71,1
2024-10-08,Rice,C0072,8,82,68,0
2024-11-15,Dal,C0143,1,78,65,0
2024-08-13,Dal,C0283,7,70,60,0
2024-11-10,Eggs,C0269,5,69,61,0
2024-12-30,Bread,C0241,3,23,5,0
2024-08-16,Milk,C0245,7,67,59,0
2024-10-15,Oil,C0163,9,51,39,0
2024-05-29,Sugar,C0060,2,70,59,0
2024-10-03,Sugar,C0006,8,71,66,0
2024-07-16,Milk,C0197,9,93,83,0
2024-03-10,Eggs,C0058,3,53,41,1
2024-04-21,Butter,C0217,2,55,48,0
2024-01-04,Butter,C0026,7,89,71,0
2024-12-15,Butter,C0005,5,62,49,0
2024-11-26,Eggs,C0020,5,35,21,0
2024-11-13,Oil,C0198,5,78,72,0
2024-12-15,Sugar,C0059,4,72,54,0
2024-04-04,Milk,C0242,5,38,28,0
2024-05-31,Eggs,C0146,4,60,44,0
2024-11-06,Sugar,C0273,6,66,61,1
2024-05-16,Dal,C0249,4,73,57,0
2024-09-03,Rice,C0014,2,74,59,0
2024-08-30,Rice,C0013,9,38,19,0
2024-01-31,Eggs,C0044,2,81,75,1
2024-02-09,Sugar,C0019,9,78,61,1
2024-08-16,Bread,C0063,6,84,75,0
2024-02-05,Oil,C0239,9,87,82,0
2024-08-10,Butter,C0100,9,47,35,0
2024-01-06,Oil,C0163,3,37,32,0
2024-11-17,Oil,C0122,1,45,28,0
2024-08-07,Eggs,C0044,1,38,25,0
2024-03-15,Dal,C0145,3,74,60,0
2024-01-04,Oil,C0050,5,76,61,1
2024-11-30,Rice,C0065,3,25,18,1
2024-05-13,Dal,C0288,9,20,4,0
2024-04-27,Milk,C0164,9,27,21,0
2024-04-03,Oil,C0141,3,70,51,1
2024-03-02,Oil,C0128,3,44,39,0
2024-07-12,Milk,C0239,5,66,53,0
2024-11-30,Oil,C0296,2,74,55,0
2024-07-21,Milk,C0187,6,83,75,0
2024-01-26,Dal,C0208,7,29,13,0
2024-06-21,Rice,C0220,9,75,70,0
2024-10-26,Milk,C0190,6,31,26,0
2024-05-12,Bread,C0284,3,52,41,0
2024-11-21,Eggs,C0237,5,90,84,0
2024-04-27,Eggs,C0194,4,36,25,0
2024-11-19,Milk,C0287,5,80,64,1
2024-10-01,Eggs,C0259,8,29,10,0
2024-07-30,Oil,C0246,8,50,39,0
2024-08-12,Butter,C0136,6,79,60,0
2024-01-20,Butter,C0280,1,89,75,0
2024-04-22,Eggs,C0271,8,36,18,0
2024-05-19,Dal,C0171,8,69,56,0
2024-02-16,Sugar,C0159,2,56,39,0
2024-01-01,Dal,C0201,4,81,70,0
2024-03-30,Sugar,C0045,2,99,82,0
2024-05-21,Butter,C0264,4,91,73,0
2024-11-15,Butter,C0071,7,96,91,0
2024-02-07,Milk,C0103,9,48,32,0
2024-10-19,Rice,C0125,8,51,34,0
2024-05-18,Bread,C0286,9,99,87,0
2024-12-21,Dal,C0230,8,30,18,0
2024-11-28,Oil,C0146,2,25,17,0
2024-09-15,Sugar,C0197,7,54,37,0
2024-06-09,Eggs,C0221,2,52,40,0
2024-06-26,Oil,C0060,2,37,29,0
2024-01-10,Rice,C0098,4,56,37,0
2024-09-17,Sugar,C0171,1,32,20,0
2024-05-17,Dal,C0173,5,93,84,1
2024-06-20,Milk,C0151,6,83,75,0
2024-01-13,Oil,C0122,9,20,10,0
2024-06-16,Rice,C0108,8,82,76,0
2024-05-09,Dal,C0004,2,53,37,0
2024-03-24,Butter,C0093,1,29,23,0
2024-11-16,Butter,C0006,2,26,20,0
2024-11-14,Dal,C0288,7,75,62,0
2024-04-10,Dal,C0106,4,99,80,1
2024-11-24,Dal,C0146,5,56,38,0
2024-09-29,Sugar,C0271,7,48,34,0
2024-09-21,Dal,C0096,3,31,24,0
2024-02-07,Oil,C0229,2,36,17,0
2024-04-03,Rice,C0202,7,67,53,0
2024-04-04,Sugar,C0212,5,45,37,0
2024-10-31,Dal,C0006,1,31,17,1
2024-03-09,Bread,C0112,1,40,24,0
2024-11-13,Eggs,C0106,9,61,49,0
2024-08-23,Bread,C0139,5,80,72,0
2024-11-29,Rice,C0299,1,77,62,0
2024-05-16,Butter,C0096,7,73,59,0
2024-03-16,Milk,C0297,9,53,39,0
2024-02-04,Milk,C0214,1,26,9,0
2024-01-01,Eggs,C0291,4,54,43,0
2024-10-22,Butter,C0022,3,34,25,0
2024-11-15,Sugar,C0193,5,84,71,0
2024-02-29,Sugar,C0150,7,44,36,0
2024-11-15,Sugar,C0247,8,78,71,0
2024-12-14,Milk,C0267,2,98,81,0
2024-11-23,Bread,C0251,7,25,19,0
2024-09-23,Milk,C0003,1,71,66,0
2024-12-26,Oil,C0076,7,98,83,1
2024-08-16,Dal,C0087,8,40,30,0
2024-09-26,Sugar,C0270,2,90,76,0
2024-11-11,Bread,C0225,9,51,45,0
2024-10-12,Rice,C0018,1,72,60,1
2024-10-17,Eggs,C0113,6,78,68,0
2024-07-31,Rice,C0251,1,88,72,0
2024-06-13,Dal,C0233,3,81,65,0
2024-01-05,Bread,C0279,6,23,14,0
2024-12-04,Milk,C0202,3,37,20,0
2024-03-18,Milk,C0083,8,75,69,0
2024-03-02,Oil,C0125,5,43,32,1
2024-05-11,Oil,C0175,2,85,79,1
2024-03-29,Milk,C0069,4,32,15,0
2024-08-24,Rice,C0047,9,81,63,0
2024-02-11,Eggs,C0256,4,73,64,0
2024-03-29,Sugar,C0215,8,34,28,0
2024-10-22,Rice,C0030,5,88,73,0
2024-11-23,Eggs,C0281,1,22,8,1
2024-10-21,Oil,C0237,7,56,41,0
2024-04-13,Dal,C0248,3,56,41,0
2024-01-14,Eggs,C0025,8,22,16,1
2024-10-14,Milk,C0074,3,82,63,0
2024-06-27,Oil,C0206,1,54,43,0
2024-05-04,Oil,C0094,5,71,58,0
2024-12-18,Sugar,C0127,2,47,38,0
2024-01-23,Milk,C0025,4,37,26,0
2024-03-03,Sugar,C0116,1,55,47,0
2024-05-22,Milk,C0048,9,52,46,0
2024-06-01,Sugar,C0226,6,83,76,1
2024-05-24,Eggs,C0266,8,45,39,1
2024-08-12,Rice,C0099,4,67,58,0
2024-11-04,Dal,C0011,9,59,49,0
2024-04-13,Dal,C0085,2,36,17,0
2024-04-13,Milk,C0214,9,59,40,0
2024-02-08,Bread,C0173,5,26,15,0
2024-07-16,Butter,C0209,6,76,69,1
2024-05-13,Oil,C0064,3,27,19,1
2024-03-07,Oil,C0258,4,75,63,0
2024-06-27,Milk,C0121,6,50,42,0
2024-02-11,Eggs,C0298,7,78,67,0
2024-01-15,Sugar,C0054,1,77,61,0
2024-04-20,Bread,C0272,7,31,21,0
2024-06-05,Rice,C0241,1,67,56,0
2024-10-15,Sugar,C0243,5,50,45,0
2024-08-18,Sugar,C0018,6,82,75,0
2024-06-05,Milk,C0187,2,93,83,1
2024-02-07,Milk,C0144,9,58,51,0
2024-04-06,Eggs,C0262,6,95,76,0
2024-10-15,Oil,C0239,7,39,21,0
2024-09-10,Milk,C0298,8,67,48,0
2024-07-14,Milk,C0076,1,90,72,0
2024-03-26,Milk,C0188,8,73,62,0
2024-11-17,Eggs,C0246,4,97,84,1
2024-01-10,Oil,C0130,8,94,87,0
2024-01-05,Rice,C0283,6,90,72,0
2024-05-02,Rice,C0079,9,48,43,0
2024-11-25,Butter,C0072,4,93,79,0
2024-12-18,Butter,C0263,2,92,73,0
2024-04-27,Milk,C0191,2,67,50,1
2024-10-20,Butter,C0063,5,93,83,0
2024-06-07,Oil,C0012,9,75,59,0
2024-10-29,Eggs,C0141,3,36,31,0
2024-08-15,Rice,C0254,8,28,23,0
2024-12-30,Sugar,C0043,4,53,35,0
2024-08-03,Rice,C0017,6,64,52,0
2024-07-02,Rice,C0063,6,28,15,0
2024-01-15,Oil,C0253,3,26,20,0
2024-06-05,Butter,C0292,5,35,22,1
2024-05-15,Sugar,C0008,3,38,29,0
2024-09-17,Oil,C0090,1,25,8,1
2024-06-05,Milk,C0208,7,30,18,0
2024-02-16,Eggs,C0292,4,95,84,1
2024-11-19,Dal,C0284,7,80,69,0
2024-11-27,Rice,C0118,3,61,53,0
2024-06-21,Dal,C0175,5,32,26,1
2024-05-09,Eggs,C0076,5,31,22,0
2024-04-04,Eggs,C0101,2,93,75,1
2024-04-24,Oil,C0151,2,39,24,1
2024-08-30,Oil,C0270,4,69,54,0
2024-10-18,Oil,C0071,4,55,48,0
2024-10-08,Dal,C0180,4,88,69,0
2024-10-25,Oil,C0124,6,56,38,0
2024-10-09,Eggs,C0293,2,31,18,0
2024-03-09,Milk,C0285,6,59,49,0
2024-05-27,Oil,C0195,7,73,68,0
2024-01-11,Bread,C0228,3,21,14,1
2024-09-10,Butter,C0275,8,69,53,0
2024-11-25,Dal,C0106,2,60,52,0
2024-12-25,Bread,C0021,8,64,51,1
2024-02-07,Oil,C0064,5,28,13,0
2024-05-13,Eggs,C0165,2,81,71,0
2024-07-18,Milk,C0027,7,66,58,0
2024-01-23,Rice,C0285,2,24,19,0
2024-10-29,Sugar,C0148,6,95,83,0
2024-12-11,Butter,C0281,3,20,2,0
2024-10-28,Sugar,C0164,9,63,48,1
2024-12-28,Oil,C0224,3,41,35,0
2024-08-05,Butter,C0272,3,57,42,0
2024-05-20,Butter,C0146,5,38,19,0
2024-04-13,Milk,C0030,7,99,84,0
2024-07-28,Butter,C0045,8,50,38,1
2024-04-20,Dal,C0275,7,86,76,0
2024-04-13,Bread,C0034,9,61,49,0
2024-11-11,Bread,C0141,5,45,35,0
2024-06-19,Bread,C0221,3,32,23,1
2024-12-21,Dal,C0022,6,77,68,0
2024-11-19,Sugar,C0180,5,37,19,0
2024-05-12,Milk,C0231,4,86,68,0
2024-10-19,Butter,C0038,2,22,8,0
2024-11-23,Dal,C0070,7,74,60,0
2024-05-06,Bread,C0116,5,77,62,0
2024-04-15,Oil,C0239,4,82,70,0
2024-04-01,Rice,C0148,8,71,60,0
2024-10-13,Butter,C0009,9,43,31,0
2024-02-20,Dal,C0288,9,91,75,0
2024-01-29,Eggs,C0050,3,28,16,0
2024-10-22,Dal,C0005,3,56,45,0
2024-10-23,Milk,C0126,5,72,66,0
2024-08-01,Milk,C0075,5,99,84,0
2024-09-23,Dal,C0165,2,43,24,0
2024-09-13,Bread,C0278,1,40,27,0
2024-10-28,Rice,C0300,8,59,42,0
2024-04-10,Butter,C0290,3,81,70,1
2024-12-11,Milk,C0077,1,89,73,0
2024-04-19,Butter,C0298,1,88,73,0
2024-06-30,Bread,C0137,2,33,14,0
2024-11-08,Butter,C0106,6,61,51,1
2024-01-01,Oil,C0095,6,69,56,0
2024-11-14,Milk,C0135,3,80,63,0
2024-02-24,Bread,C0068,4,23,18,0
2024-05-28,Bread,C0147,2,91,76,0
2024-11-04,Rice,C0159,2,94,88,0
2024-05-16,Rice,C0163,7,36,19,0
2024-07-20,Oil,C0189,1,76,71,0
2024-11-08,Bread,C0095,7,67,53,0
2024-04-26,Sugar,C0181,1,63,47,1
2024-06-02,Bread,C0288,6,64,57,0
2024-10-17,Rice,C0187,3,99,84,0
2024-03-03,Sugar,C0138,8,52,43,1
2024-08-31,Milk,C0130,6,50,45,1
2024-01-25,Milk,C0194,2,66,58,1
2024-03-30,Butter,C0273,8,25,7,1
2024-03-15,Dal,C0144,5,91,74,1
2024-10-20,Rice,C0016,8,90,78,0
2024-07-28,Dal,C0245,8,53,43,0
2024-12-12,Sugar,C0107,6,72,55,0
2024-01-17,Rice,C0088,2,33,28,0
2024-05-07,Oil,C0129,8,35,19,0
2024-12-29,Bread,C0004,6,62,57,1
2024-09-07,Oil,C0095,6,92,85,0
2024-06-27,Sugar,C0209,8,93,75,1
2024-06-30,Rice,C0225,1,31,17,0
2024-05-31,Eggs,C0047,2,89,70,0
2024-01-25,Sugar,C0181,9,38,26,0
2024-06-28,Eggs,C0106,8,60,45,0
2024-07-16,Bread,C0199,7,72,57,0
2024-12-09,Milk,C0106,7,48,30,0
2024-06-09,Milk,C0280,5,89,77,0
2024-06-25,Sugar,C0260,2,78,61,0
2024-10-11,Dal,C0108,6,83,76,0
2024-03-03,Rice,C0019,3,43,32,0
